employee_id,employee_name,department,state,salary,age
1568,Soules Laub,Accounts,LA,4658,31
1569,Rocha Margret,Sales,CA,1164,49
1570,Larry Gilma,HR,AK,5019,26
1571,Reighard Antonio,Marketing,NY,3004,32
1572,Mullan Villela,Sales,LA,5968,45
1573,Ilana Charlie,HR,LA,1654,38
1574,Hallie Figueras,Marketing,CA,7532,46
1575,Kaczorowski Yukiko,HR,NY,5082,50
1576,Karie Jaclyn,Sales,LA,2611,47
1577,Dynes Reardon,Sales,LA,5311,47
1578,Lisabeth Rocha,Sales,LA,7954,48
1579,Juliana Bergren,Sales,CA,4407,37
1580,Mayeda Ullery,Accounts,NY,7411,42
1581,Vankirk Kaczorowski,Accounts,CA,5266,21
1582,Hanh Hanh,Accounts,NY,5399,43
1583,Villela Casimira,HR,LA,2422,27
1584,Fender Bergren,Purchasing,NY,5180,22
1585,Karie Yukiko,Finance,LA,3405,29
1586,Juliana Escoto,Finance,LA,8182,29
1587,Herder Tyree,HR,WA,3490,45
1588,Melissia Locust,Purchasing,CA,3108,30
1589,Tenenbaum Gilma,Sales,LA,8439,39
1590,Norene Janey,Marketing,AK,7101,22
1591,Jacquelyne Zollner,Finance,WA,4135,28
1592,Amber Georgeanna,HR,WA,9946,34
1593,Escoto Janey,Accounts,LA,7736,23
1594,Kensinger Jere,Accounts,NY,9114,45
1595,Gilma Mullan,Accounts,NY,8688,48
1596,Karie Norene,Sales,CA,4228,27
1597,Kaczorowski Janey,Sales,AK,3949,45
1598,Janey Leonel,Finance,WA,1651,34
1599,Herder Dedman,Accounts,CA,7934,21
1600,Margret Tiffani,Marketing,CA,5695,37
1601,Louann Jaclyn,Accounts,AK,5751,35
1602,Tenenbaum Coogan,Accounts,WA,9442,30
1603,Imai Kall,Finance,AK,8565,35
1604,Frisina Ruzicka,Sales,AK,5591,27
1605,Imai Janine,Purchasing,NY,4380,31
1606,Escoto Casimira,HR,WA,6173,41
1607,Janey Layla,Sales,AK,4795,24
1608,Gilma Casimira,Sales,AK,4602,26
1609,Zollner Yukiko,Marketing,AK,5535,48
1610,Soules Luisa,HR,NY,5691,48
1611,Georgeanna Vivan,Purchasing,CA,2588,48
1612,Mullan Yukiko,Marketing,NY,7758,39
1613,Hallie Jere,Marketing,AK,3936,27
1614,Suzanne Kohn,Purchasing,CA,2576,41
1615,Richter Coogan,Purchasing,LA,4376,24
1616,Kall Trena,Finance,CA,3084,47
1617,Dedman Ilana,Sales,CA,1712,49
1618,Nakano Kreamer,HR,WA,3043,35
1619,Antonina Recalde,Marketing,WA,2304,29
1620,Drema Drema,Accounts,AK,2455,20
1621,Cobian Soules,Marketing,AK,3933,23
1622,Lonergan Deandre,Accounts,WA,4593,42
1623,Byrge Tiffani,Purchasing,WA,9375,23
1624,Tamra Melissia,Purchasing,WA,1528,25
1625,Antonio Hallie,HR,WA,2564,45
1626,Ullery Kaczorowski,Sales,WA,9015,46
1627,Lemaster Sifford,Marketing,CA,2853,20
1628,Villela Reardon,Accounts,LA,8650,20
1629,Leonel Megan,Sales,LA,9592,28
1630,Imai Debroah,Marketing,WA,5839,20
1631,Gilma Fender,HR,WA,8806,41
1632,Layla Drema,Sales,CA,8898,30
1633,Karie Bergren,Finance,WA,1337,26
1634,Barringer Figueras,Purchasing,NY,4228,42
1635,Locust Imai,HR,NY,8560,33
1636,Grigg Recalde,Accounts,CA,2262,47
1637,Janey Jaclyn,Sales,AK,3399,27
1638,Casimira Juliana,Accounts,AK,2967,24
1639,Melvina Stanford,Purchasing,CA,2353,30
1640,Baros Dedman,HR,CA,8470,31
1641,Jacquelyne Escoto,Sales,WA,7763,46
1642,Bergren Yessenia,Marketing,WA,5644,23
1643,Herder Yessenia,HR,WA,2298,46
1644,Rocha Drema,Finance,NY,3662,32
1645,Janine Zollner,Sales,CA,7685,44
1646,Nitz Tyree,Marketing,AK,3943,48
1647,Drema Jaclyn,Finance,LA,5232,46
1648,Durio Imai,HR,LA,6261,33
1649,Recalde Kall,HR,NY,5407,21
1650,Lonergan Bergren,Sales,CA,9643,34
1651,Shandra Marvis,Marketing,CA,7222,40
1652,Coogan Grigg,Sales,NY,8907,41
1653,Debroah Herder,Sales,LA,4018,47
1654,Louann Ellingsworth,Marketing,WA,6705,22
1655,Norene Amber,Finance,AK,9261,23
1656,Tenenbaum Luisa,HR,WA,5220,46
1657,Nakano Durio,Purchasing,NY,6671,44
1658,Yukiko Dedman,Sales,AK,4340,42
1659,Byrge Antonina,Sales,AK,4085,32
1660,Melissia Jere,Finance,NY,9201,21
1661,Lonergan Jere,Purchasing,CA,7513,44
1662,Leonel Laub,Sales,NY,4359,28
1663,Sifford Trena,Accounts,WA,3378,39
1664,Imai Karie,Finance,LA,3033,27
1665,Imai Cobian,Purchasing,CA,9297,48
1666,Janey Tenenbaum,HR,NY,3409,29
1667,Melissia Antonio,HR,AK,6471,34
1668,Antonina Louann,Accounts,AK,9580,44
1669,Benz Baros,Purchasing,LA,2217,29
1670,Rocha Coogan,Accounts,AK,1210,46
1671,Gilma Casimira,HR,LA,6552,33
1672,Casimira Stanford,Accounts,LA,1268,24
1673,Debroah Antonina,HR,WA,3248,39
1674,Jere Janey,HR,AK,8859,33
1675,Jaclyn Antonio,Purchasing,AK,2374,26
1676,Frisina Cobian,Sales,LA,5324,30
1677,Rocha Rudolph,Purchasing,LA,7321,28
1678,Jere Tiffani,Marketing,WA,3734,34
1679,Kaczorowski Hallie,HR,AK,9137,49
1680,Georgeanna Marvis,Marketing,LA,4105,26
1681,Megan Janine,Sales,WA,5788,26
1682,Drema Nitz,Finance,WA,9167,40
1683,Lemaster Nena,Marketing,CA,1217,31
1684,Laub Dionne,Sales,AK,9639,32
1685,Lonergan Deandre,Accounts,NY,8045,47
1686,Lonergan Kall,HR,LA,1360,38
1687,Zollner Antonio,Marketing,LA,5857,29
1688,Debroah Norene,Sales,NY,3809,40
1689,Recalde Drema,Purchasing,CA,8344,38
1690,Norene Kall,HR,CA,9662,27
1691,Dedman Tiffani,HR,WA,9093,45
1692,Coogan Hallie,HR,LA,4828,44
1693,Tamra Soules,Sales,AK,2562,38
1694,Ullery Lemaster,Marketing,NY,3675,46
1695,Suzanne Megan,Marketing,AK,2204,27
1696,Casimira Locust,Accounts,WA,8024,33
1697,Fender Villela,Finance,CA,3056,25
1698,Casimira Melvina,Purchasing,LA,3018,28
1699,Locust Tyree,Purchasing,WA,1416,43
1700,Sifford Barringer,Accounts,WA,6640,27
1701,Trena Melvina,Marketing,AK,5296,34
1702,Rudolph Juliana,Marketing,NY,7623,47
1703,Kall Dynes,Purchasing,LA,6643,36
1704,Herder Laub,Accounts,NY,4749,38
1705,Stanford Ruzicka,Finance,AK,4244,45
1706,Melissia Kaczorowski,Accounts,NY,3663,22
1707,Frisina Dionne,Marketing,AK,7351,48
1708,Tamra Dynes,Finance,CA,1553,45
1709,Megan Yessenia,Sales,WA,1820,45
1710,Benz Louann,HR,AK,4923,50
1711,Leonel Rocha,Marketing,WA,4091,22
1712,Janey Suzanne,Marketing,NY,1819,36
1713,Yessenia Byrge,HR,NY,1118,38
1714,Ilana Laub,Marketing,WA,4519,38
1715,Lisabeth Yessenia,Accounts,LA,7417,48
1716,Kaczorowski Charlie,Finance,CA,7902,35
1717,Leif Shandra,Purchasing,AK,7060,33
1718,Amber Lisabeth,Accounts,LA,5048,20
1719,Tenenbaum Phylicia,Accounts,NY,4179,21
1720,Locust Hanh,Finance,AK,1737,48
1721,Dionne Soules,Sales,NY,2697,22
1722,Harrison Casimira,Finance,CA,4052,41
1723,Recalde Marvis,Purchasing,NY,3272,38
1724,Shandra Lemaster,Marketing,LA,4329,34
1725,Melissia Imai,Finance,NY,2179,33
1726,Yukiko Dedman,Accounts,LA,6304,43
1727,Exie Hanh,Marketing,CA,6842,47
1728,Locust Drema,Purchasing,LA,1648,33
1729,Figueras Figueras,HR,NY,4963,50
1730,Yessenia Karie,HR,WA,9893,28
1731,Mayeda Lemaster,HR,LA,3710,40
1732,Durio Jere,Purchasing,WA,3614,42
1733,Melissia Leif,Accounts,CA,8701,44
1734,Laub Dionne,Accounts,LA,8385,50
1735,Kensinger Dynes,Purchasing,AK,2112,20
1736,Dynes Kall,Purchasing,NY,1121,45
1737,Yukiko Kreamer,Finance,NY,7396,20
1738,Nena Kensinger,Finance,NY,8534,41
1739,Lemaster Amber,Purchasing,LA,9504,26
1740,Melvina Margret,Sales,CA,9939,39
1741,Melissia Reighard,Accounts,WA,3537,45
1742,Durio Phylicia,Marketing,CA,1262,31
1743,Lonergan Recalde,Accounts,CA,7045,34
1744,Hanh Tyree,HR,CA,1093,47
1745,Hallie Vivan,Finance,LA,4771,38
1746,Coogan Zollner,Sales,LA,2988,45
1747,Charlie Debroah,Marketing,WA,4882,35
1748,Gallman Fender,Sales,CA,5314,30
1749,Zollner Tyree,Marketing,LA,5665,42
1750,Tamra Nitz,Purchasing,NY,4345,23
1751,Tamra Exie,Purchasing,WA,8644,35
1752,Grigg Richter,Marketing,WA,3820,22
1753,Lisabeth Juliana,Accounts,NY,3852,20
1754,Reighard Locust,Accounts,CA,1548,35
1755,Charlie Mcmillion,HR,NY,9283,38
1756,Toussaint Clune,Purchasing,LA,4978,48
1757,Tenenbaum Leif,Marketing,CA,1981,50
1758,Katlyn Jere,Sales,LA,8990,28
1759,Jacquelyne Soules,Finance,LA,1503,21
1760,Vankirk Grigg,Accounts,WA,9890,35
1761,Toussaint Grigg,Purchasing,LA,2558,22
1762,Amber Ullery,Purchasing,CA,9985,47
1763,Norene Nena,Accounts,AK,2793,44
1764,Zollner Hallie,Marketing,LA,9776,31
1765,Tenenbaum Vivan,HR,WA,3801,29
1766,Trena Margret,Marketing,WA,9226,32
1767,Gilma Leonel,Sales,LA,3344,40
1768,Vivan Jacquelyne,Finance,WA,3669,28
1769,Drema Laub,Accounts,AK,4101,34
1770,Baros Georgeanna,Finance,LA,5526,41
1771,Toussaint Gallman,Sales,WA,8387,32
1772,Frisina Charlie,Marketing,AK,3890,28
1773,Karie Recalde,Sales,NY,5482,42
1774,Antonina Phylicia,HR,AK,5184,22
1775,Clemencia Lisabeth,Marketing,NY,9178,48
1776,Lonergan Juliana,Purchasing,WA,7327,33
1777,Janey Cobian,HR,CA,1710,38
1778,Shandra Coogan,Accounts,WA,2369,30
1779,Casimira Reighard,Sales,CA,2902,30
1780,Margret Reardon,Finance,NY,9677,47
1781,Tyree Rudolph,Marketing,CA,4957,37
1782,Leonel Jere,Accounts,CA,5004,37
1783,Figueras Richter,Marketing,WA,6199,20
1784,Phylicia Margret,Marketing,AK,2740,38
1785,Tyree Vankirk,Marketing,NY,6825,39
1786,Fender Mayeda,Finance,WA,3540,39
1787,Antonina Yessenia,Marketing,WA,4180,34
1788,Gilma Janine,Purchasing,LA,8543,25
1789,Jacquelyne Clemencia,Accounts,AK,2173,49
1790,Lisabeth Larry,Marketing,WA,4949,31
1791,Tyree Jere,Purchasing,CA,8886,46
1792,Soules Bergren,HR,LA,9453,37
1793,Margret Imai,Purchasing,AK,4121,46
1794,Janey Barringer,Marketing,LA,1714,32
1795,Dionne Fender,HR,WA,4724,22
1796,Nakano Lemaster,Purchasing,WA,8116,37
1797,Nitz Fender,Purchasing,AK,7330,43
1798,Mayeda Trena,Purchasing,AK,4511,28
1799,Yessenia Kall,HR,CA,6656,49
1800,Richter Imai,HR,WA,8106,50
1801,Juliana Recalde,HR,LA,8425,35
1802,Drema Harrison,HR,LA,2575,22
1803,Rudolph Nakano,Sales,NY,5467,27
1804,Norene Mayeda,Finance,CA,6499,41
1805,Mckey Clune,Accounts,WA,9436,48
1806,Lemaster Dynes,Accounts,NY,5947,35
1807,Lemaster Casimira,Finance,AK,8257,47
1808,Nakano Durio,Purchasing,LA,5060,39
1809,Yessenia Kreamer,Purchasing,NY,3041,36
1810,Casimira Ullery,HR,CA,2467,49
1811,Yessenia Antonio,HR,LA,9650,46
1812,Norene Fender,Marketing,CA,4410,41
1813,Janey Nitz,Sales,AK,1945,25
1814,Kall Tamra,Finance,CA,6508,28
1815,Antonina Ilana,Finance,NY,2944,28
1816,Debroah Georgeanna,Accounts,CA,1806,29
1817,Frisina Ilana,Accounts,NY,2121,22
1818,Exie Kreamer,Marketing,LA,5343,30
1819,Jere Vankirk,Accounts,CA,6411,33
1820,Cobian Ilana,Sales,NY,4883,48
1821,Vankirk Melissia,Sales,CA,2548,42
1822,Lisabeth Luisa,Marketing,NY,1031,45
1823,Recalde Ellingsworth,Accounts,NY,4872,38
1824,Melvina Dionne,HR,AK,8229,48
1825,Margret Larry,Accounts,NY,9321,44
1826,Kall Ellingsworth,HR,WA,2998,50
1827,Laub Antonina,Sales,LA,1117,31
1828,Clemencia Nakano,Sales,LA,8092,37
1829,Megan Fender,Accounts,WA,6741,47
1830,Yukiko Byrge,HR,AK,1500,43
1831,Karie Casimira,Finance,LA,5057,23
1832,Katlyn Ruzicka,Marketing,LA,6558,32
1833,Dionne Vivan,Sales,WA,6132,27
1834,Leif Yukiko,Sales,NY,3323,27
1835,Tamra Larry,Finance,CA,6327,23
1836,Laub Lonergan,Marketing,WA,5446,37
1837,Kall Lemaster,Sales,AK,9856,37
1838,Escoto Georgeanna,Finance,WA,9220,32
1839,Casimira Laub,Finance,AK,3779,47
1840,Kall Stanford,Purchasing,LA,9323,33
1841,Zollner Leonel,Purchasing,NY,4665,41
1842,Karie Fender,Marketing,LA,4286,26
1843,Lemaster Melvina,Marketing,AK,3983,34
1844,Reighard Exie,HR,WA,6011,48
1845,Stanford Luisa,Finance,NY,8499,47
1846,Rudolph Locust,Accounts,NY,7909,36
1847,Ellingsworth Harrison,Purchasing,CA,9764,22
1848,Laub Leif,Marketing,LA,2290,26
1849,Lemaster Melissia,Purchasing,CA,6235,42
1850,Nitz Ullery,Accounts,AK,8824,30
1851,Clune Juliana,Accounts,AK,1463,44
1852,Amber Reighard,Sales,CA,9545,32
1853,Vivan Mckey,HR,NY,6101,44
1854,Kensinger Benz,Finance,NY,7739,28
1855,Larry Megan,Purchasing,WA,2273,25
1856,Ullery Frisina,Marketing,AK,6899,38
1857,Marvis Mcmillion,Accounts,NY,7346,29
1858,Jere Shandra,Marketing,WA,9209,47
1859,Stanford Nakano,Finance,WA,5864,35
1860,Cobian Bergren,Marketing,AK,1707,25
1861,Frisina Phylicia,HR,NY,3314,26
1862,Harrison Ellingsworth,Sales,NY,1200,31
1863,Coogan Kensinger,Purchasing,NY,2612,22
1864,Soules Laub,Accounts,NY,1782,25
1865,Laub Juliana,Purchasing,CA,7246,41
1866,Coogan Coogan,Sales,NY,4185,25
1867,Nakano Jaclyn,Marketing,AK,1579,42
1868,Yessenia Kensinger,Accounts,CA,6026,39
1869,Ilana Nakano,HR,NY,9634,49
1870,Melissia Locust,HR,AK,6759,49
1871,Janine Yessenia,Accounts,NY,3996,26
1872,Gilma Bergren,HR,NY,6663,24
1873,Fender Phylicia,Finance,AK,2321,28
1874,Mayeda Kreamer,HR,LA,5850,21
1875,Nitz Georgeanna,Purchasing,AK,1504,44
1876,Charlie Nena,Purchasing,NY,8248,35
1877,Luisa Georgeanna,Accounts,LA,5383,33
1878,Jere Nakano,Finance,WA,4302,45
1879,Ellingsworth Norene,Sales,AK,3940,41
1880,Melvina Rocha,HR,WA,8628,46
1881,Antonio Dynes,Purchasing,AK,2967,46
1882,Janine Toussaint,HR,WA,9848,30
1883,Hanh Cobian,Marketing,AK,9793,48
1884,Figueras Tenenbaum,Sales,WA,3273,22
1885,Fender Coogan,Finance,CA,3157,48
1886,Margret Larry,Sales,CA,5409,36
1887,Mayeda Ruzicka,Accounts,NY,6896,39
1888,Marvis Louann,Finance,AK,7203,39
1889,Coogan Leonel,Purchasing,LA,3321,45
1890,Exie Dynes,Purchasing,NY,6936,29
1891,Nena Coogan,Marketing,NY,9240,42
1892,Lonergan Megan,Sales,WA,1103,38
1893,Reardon Ilana,HR,NY,4794,47
1894,Dynes Laub,HR,WA,3729,24
1895,Mckey Jere,Accounts,LA,5857,32
1896,Melissia Gilma,Finance,LA,4455,25
1897,Suzanne Antonina,HR,LA,7244,45
1898,Norene Tenenbaum,Marketing,AK,5124,40
1899,Gallman Kensinger,Accounts,WA,1688,38
1900,Reardon Marvis,Sales,CA,1598,45
1901,Figueras Laub,HR,WA,1246,32
1902,Vivan Stanford,Marketing,CA,2289,30
1903,Marvis Gallman,HR,WA,2566,43
1904,Soules Fender,Finance,AK,7540,39
1905,Dionne Marvis,HR,WA,7259,32
1906,Larry Megan,Accounts,CA,1166,32
1907,Mayeda Baros,Sales,CA,7247,28
1908,Bergren Figueras,Finance,WA,3728,48
1909,Hanh Dedman,Sales,AK,6067,36
1910,Mcmillion Kall,Finance,WA,5882,46
1911,Rocha Leonel,Marketing,AK,7612,47
1912,Frisina Leonel,Purchasing,WA,8077,42
1913,Ruzicka Phylicia,Accounts,NY,1029,41
1914,Ellingsworth Byrge,Finance,LA,3413,49
1915,Zollner Figueras,Sales,AK,9674,49
1916,Juliana Nakano,Finance,CA,8387,42
1917,Clune Frisina,HR,CA,4086,36
1918,Nitz Grigg,Sales,WA,7356,36
1919,Melvina Leonel,Purchasing,CA,8405,25
1920,Mullan Phylicia,Accounts,CA,3521,24
1921,Harrison Vankirk,Finance,AK,5809,29
1922,Georgeanna Clune,Marketing,AK,9043,45
1923,Dionne Janey,Purchasing,LA,1626,24
1924,Clemencia Yukiko,Finance,LA,2511,33
1925,Byrge Herder,Accounts,LA,2538,33
1926,Kensinger Louann,Accounts,AK,4190,23
1927,Margret Tiffani,Marketing,NY,4885,35
1928,Mcmillion Ellingsworth,HR,WA,1476,43
1929,Ilana Janey,Purchasing,AK,5630,40
1930,Barringer Mcmillion,Accounts,CA,1477,48
1931,Janine Louann,Purchasing,CA,3214,23
1932,Nakano Soules,HR,WA,2127,42
1933,Luisa Janine,Accounts,LA,4256,41
1934,Louann Recalde,Finance,AK,7189,44
1935,Richter Bergren,Finance,WA,8728,34
1936,Soules Suzanne,Sales,AK,5631,40
1937,Stanford Benz,Sales,WA,2210,36
1938,Kensinger Nena,HR,WA,4754,26
1939,Frisina Mayeda,Finance,WA,3406,28
1940,Larry Recalde,Sales,NY,3065,29
1941,Escoto Tiffani,Finance,WA,8572,26
1942,Figueras Vivan,Accounts,LA,8431,27
1943,Debroah Richter,Purchasing,WA,4187,38
1944,Vankirk Imai,Sales,AK,1805,26
1945,Ullery Barringer,Sales,AK,1418,48
1946,Frisina Phylicia,Accounts,NY,7579,45
1947,Nena Figueras,Accounts,WA,3616,36
1948,Lisabeth Ruzicka,Sales,WA,7572,35
1949,Deandre Ruzicka,HR,CA,8803,42
1950,Herder Reighard,Purchasing,WA,6699,24
1951,Richter Larry,Accounts,AK,8699,49
1952,Katlyn Megan,Accounts,AK,8023,42
1953,Escoto Georgeanna,Marketing,CA,7864,34
1954,Kreamer Vivan,HR,LA,1205,41
1955,Debroah Lonergan,Accounts,CA,8566,40
1956,Vankirk Suzanne,Purchasing,AK,8647,20
1957,Kensinger Antonina,Finance,AK,1093,34
1958,Coogan Larry,Sales,NY,3964,48
1959,Gallman Richter,HR,CA,4061,23
1960,Yukiko Ellingsworth,Accounts,NY,9065,49
1961,Soules Melissia,Marketing,CA,3593,39
1962,Debroah Clemencia,Sales,LA,5839,24
1963,Rocha Janine,Finance,LA,4827,38
1964,Melvina Antonio,Purchasing,WA,1568,41
1965,Marvis Hanh,Purchasing,CA,1892,48
1966,Luisa Nakano,Sales,NY,4124,25
1967,Nena Phylicia,Purchasing,AK,2778,29
1968,Jacquelyne Tenenbaum,Sales,NY,9159,26
1969,Coogan Katlyn,Purchasing,WA,1269,43
1970,Vivan Clemencia,Accounts,WA,3421,48
1971,Vivan Mcmillion,Marketing,CA,6019,45
1972,Marvis Villela,Sales,AK,6355,49
1973,Coogan Margret,Marketing,NY,5980,32
1974,Nitz Juliana,Accounts,AK,5465,28
1975,Tamra Trena,Sales,CA,4158,39
1976,Gilma Hanh,Accounts,LA,8510,38
1977,Leif Herder,Accounts,AK,9266,48
1978,Stanford Clemencia,Finance,LA,2350,46
1979,Coogan Villela,Sales,LA,4580,45
1980,Dionne Kall,HR,LA,1013,34
1981,Louann Kreamer,Purchasing,LA,3083,50
1982,Clemencia Zollner,Accounts,LA,7452,34
1983,Kreamer Toussaint,Purchasing,WA,9858,45
1984,Kensinger Figueras,Accounts,WA,3629,30
1985,Jacquelyne Mullan,Sales,NY,2030,39
1986,Sifford Shandra,Finance,CA,1825,48
1987,Coogan Layla,Finance,LA,6142,47
1988,Imai Exie,Marketing,NY,8567,29
1989,Toussaint Cobian,Sales,CA,7145,22
1990,Cobian Bergren,HR,CA,7523,42
1991,Barringer Mullan,Purchasing,CA,2569,48
1992,Vivan Kensinger,Marketing,CA,3652,50
1993,Leonel Tenenbaum,HR,CA,7825,33
1994,Melvina Clemencia,Sales,AK,4470,45
1995,Dionne Sifford,Sales,WA,6647,35
1996,Megan Coogan,Sales,NY,8260,33
1997,Jacquelyne Barringer,Finance,CA,9899,22
1998,Casimira Ruzicka,Accounts,NY,2661,43
1999,Dionne Gilma,HR,LA,8389,50
